EAN / UPC;Código Maestro;Código Producto;Código Completo (SKU);Marca;Descripción Maestra;Descripción Color;Coste;PVPR;PVPR - Dto1;Dto1;Dto2;Dto3;Dto. Equivalente;Cantidad mínima;Cantidad múltiplo;Cantidad por pack;Stock;Stock 15 días
8050459444681;067P0400;067P0400 100;067P0400 100 M;ROLLERBLADE;PROTECCIONES X-GEAR W WRISTGUARD;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459444698;067P0400;067P0400 100;067P0400 100 L;ROLLERBLADE;PROTECCIONES X-GEAR W WRISTGUARD;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459443707;067V0100;067V0100 001;067V0100 001 1;ROLLERBLADE;GUIAS BLANK FRAME (1PR);NEUTRAL;18,79;54,95;32,97;40,00;43,00;0,00;65,80;1;1;1;1;0
8050459429022;067W0200;067W0200 944;067W0200 944;ROLLERBLADE;GUIAS 3WD MARATHON PACK (1PR);NEGRO/ORO;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;9;0
8050459443301;06R71500;06R71500 100;06R71500 100;ROLLERBLADE;RIÑONERA;NEGRO;8,53;24,95;14,97;40,00;43,00;0,00;65,80;1;1;1;6;0
8050459866858;06619000;06619000 9C2;06619000 9C2;ROLLERBLADE;RUEDAS HYDROGEN PRO 90MM XX-FIRM (8);WHITE/BLUE;99,59;165,99;165,99;0,00;40,00;0,00;40,00;1;1;1;10;0
8050459866865;06619100;06619100 6R8;06619100 6R8;ROLLERBLADE;RUEDAS HYDROGEN PRO 90MM X-FIRM (8);WHITE/GREEN;99,59;165,99;165,99;0,00;40,00;0,00;40,00;1;1;1;10;0
8050459534146;07850900;07850900 100;07850900 100 250;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459534115;07850900;07850900 100;07850900 100 235;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459534122;07850900;07850900 100;07850900 100 240;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459534108;07850900;07850900 100;07850900 100 230;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459534238;07850900;07850900 100;07850900 100 295;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459534221;07850900;07850900 100;07850900 100 290;ROLLERBLADE;PATINES POWERBLADE PRO 125;NEGRO;367,48;749,95;749,95;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459528718;06844500;06844500 000;06844500 000;ROLLERBLADE;RUEDAS HYDROGEN STREET 60/92A (4PCS);NEUTRAL;29,40;59,99;59,99;0,00;51,00;0,00;51,00;1;1;1;10;0
8050459531503;068P0500;068P0500 100;068P0500 100 XL;ROLLERBLADE;PROTECCIONES PACK EVO GEAR 3;NEGRO;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531497;068P0500;068P0500 100;068P0500 100 L;ROLLERBLADE;PROTECCIONES PACK EVO GEAR 3;NEGRO;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531473;068P0500;068P0500 100;068P0500 100 S;ROLLERBLADE;PROTECCIONES PACK EVO GEAR 3;NEGRO;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531480;068P0500;068P0500 100;068P0500 100 M;ROLLERBLADE;PROTECCIONES PACK EVO GEAR 3;NEGRO;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531541;068P0600;068P0600 100;068P0600 100 XL;ROLLERBLADE;MUÑEQUERA EVO GEAR;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531527;068P0600;068P0600 100;068P0600 100 M;ROLLERBLADE;MUÑEQUERA EVO GEAR;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;5;0
8050459531510;068P0600;068P0600 100;068P0600 100 S;ROLLERBLADE;MUÑEQUERA EVO GEAR;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;13;0
8050459531534;068P0600;068P0600 100;068P0600 100 L;ROLLERBLADE;MUÑEQUERA EVO GEAR;NEGRO;9,80;19,99;19,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459531558;068P0700;068P0700 100;068P0700 100 XXS;ROLLERBLADE;PROTECCIONES PACK EVO GEAR JUNIOR 3;NEGRO;19,60;39,99;39,99;0,00;51,00;0,00;51,00;1;1;1;19;0
8050459531565;068P0700;068P0700 100;068P0700 100 XS;ROLLERBLADE;PROTECCIONES PACK EVO GEAR JUNIOR 3;NEGRO;19,60;39,99;39,99;0,00;51,00;0,00;51,00;1;1;1;8;0
8050459544923;09210900;09210900 100;09210900 100;ROLLERBLADE;PLANTILLAS SIZE REDUCER CYCLONE (1PR);NEGRO;3,39;9,90;5,94;40,00;43,00;0,00;65,80;1;1;1;2;0
8050459637496;06R90100;06R90100 394;06R90100 394;ROLLERBLADE;MOCHILA URBAN COMMUTER;ANTRACITA;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;7;0
8050459637557;069P0100;069P0100 100;069P0100 100 XL;ROLLERBLADE;PROTECCIONES SKATE GEAR 3 PACK;NEGRO;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637526;069P0100;069P0100 100;069P0100 100 S;ROLLERBLADE;PROTECCIONES SKATE GEAR 3 PACK;NEGRO;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637540;069P0100;069P0100 100;069P0100 100 L;ROLLERBLADE;PROTECCIONES SKATE GEAR 3 PACK;NEGRO;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637533;069P0100;069P0100 100;069P0100 100 M;ROLLERBLADE;PROTECCIONES SKATE GEAR 3 PACK;NEGRO;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637601;069P0300;069P0300 7Y9;069P0300 7Y9 XXS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;NEGRO/ROSADO;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637595;069P0300;069P0300 7Y9;069P0300 7Y9 XXXS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;NEGRO/ROSADO;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637618;069P0300;069P0300 7Y9;069P0300 7Y9 XS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;NEGRO/ROSADO;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637625;069P0400;069P0400 100;069P0400 100 S;ROLLERBLADE;MUÑEQUERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637656;069P0400;069P0400 100;069P0400 100 XL;ROLLERBLADE;MUÑEQUERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637632;069P0400;069P0400 100;069P0400 100 M;ROLLERBLADE;MUÑEQUERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637649;069P0400;069P0400 100;069P0400 100 L;ROLLERBLADE;MUÑEQUERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637663;069P0500;069P0500 219;069P0500 219 S;ROLLERBLADE;PROTECCIONES SKATE GEAR W 3 PACK;NEGRO/FRAMBUESA;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637687;069P0500;069P0500 219;069P0500 219 L;ROLLERBLADE;PROTECCIONES SKATE GEAR W 3 PACK;NEGRO/FRAMBUESA;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637670;069P0500;069P0500 219;069P0500 219 M;ROLLERBLADE;PROTECCIONES SKATE GEAR W 3 PACK;NEGRO/FRAMBUESA;14,70;29,99;29,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637694;069P0600;069P0600 100;069P0600 100 S;ROLLERBLADE;RODILLERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459647990;069P0600;069P0600 100;069P0600 100 XL;ROLLERBLADE;RODILLERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637700;069P0600;069P0600 100;069P0600 100 M;ROLLERBLADE;RODILLERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637717;069P0600;069P0600 100;069P0600 100 L;ROLLERBLADE;RODILLERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637724;069P0700;069P0700 100;069P0700 100 S;ROLLERBLADE;CODERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459648003;069P0700;069P0700 100;069P0700 100 XL;ROLLERBLADE;CODERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;19;0
8050459637731;069P0700;069P0700 100;069P0700 100 M;ROLLERBLADE;CODERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459637748;069P0700;069P0700 100;069P0700 100 L;ROLLERBLADE;CODERAS SKATE GEAR;NEGRO;7,35;14,99;14,99;0,00;51,00;0,00;51,00;1;1;1;7;0
8050459637786;06950100;06950100 100;06950100 100;ROLLERBLADE;RUEDAS HYDROGEN 110/85A (6PCS);NEGRO;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;10;0
8050459637892;06951200;06951200 000;06951200 000;ROLLERBLADE;RUEDAS 84/84A PACK+SG7+8MMSP (8PCS);NEUTRAL;29,40;59,99;59,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459615364;07956000;07956000 7N8;07956000 7N8 235;ROLLERBLADE;PATINES MAXXUM EDGE 125 3WD;METAL GRIS/LIMA;123,10;359,95;215,97;40,00;43,00;0,00;65,80;1;1;1;1;0
8050459615524;07956100;07956100 746;07956100 746 230;ROLLERBLADE;PATINES MAXXUM EDGE 90;NARANJA/ZAFIRO;95,74;279,95;167,97;40,00;43,00;0,00;65,80;1;1;1;2;0
8050459616453;07957000;07957000 477;07957000 477 220;ROLLERBLADE;PATINES RB CRUISER;NEGRO/AZUL GRIS;51,28;149,95;89,97;40,00;43,00;0,00;65,80;1;1;1;6;0
8050459747003;07065200;07065200 787;07065200 787 220;ROLLERBLADE;PATINES RB DA;NEGRO/BLANCO;82,06;239,95;143,97;40,00;43,00;0,00;65,80;1;1;1;5;0
8050459741001;060H0100;060H0100 110;060H0100 110 M;ROLLERBLADE;CASCO RB JR HELMET (CE);;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459740998;060H0100;060H0100 110;060H0100 110 S;ROLLERBLADE;CASCO RB JR HELMET (CE);;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459741025;060H0100;060H0100 847;060H0100 847 M;ROLLERBLADE;CASCO RB JR HELMET (CE);;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;18;0
8050459741018;060H0100;060H0100 847;060H0100 847 S;ROLLERBLADE;CASCO RB JR HELMET (CE);;17,15;34,99;34,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459740929;069P0200;069P0200 100;069P0200 100 XXXS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459740943;069P0200;069P0200 100;069P0200 100 XS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;12;0
8050459740936;069P0200;069P0200 100;069P0200 100 XXS;ROLLERBLADE;PROTECCIONES SKATE GEAR JUNIOR 3 PACK;;13,72;27,99;27,99;0,00;51,00;0,00;51,00;1;1;1;20;0
8050459740981;06R00800;06R00800 100;06R00800 100;ROLLERBLADE;BOLSA URBAN COMMUTER LE 20;;51,85;139,95;90,97;35,00;43,00;0,00;62,95;1;1;1;5;0
8050459727289;07060100;07060100 100;07060100 100 290;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;2;0
8050459727265;07060100;07060100 100;07060100 100 280;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727296;07060100;07060100 100;07060100 100 295;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727258;07060100;07060100 100;07060100 100 275;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727197;07060100;07060100 100;07060100 100 245;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727173;07060100;07060100 100;07060100 100 235;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727166;07060100;07060100 100;07060100 100 230;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727203;07060100;07060100 100;07060100 100 250;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;4;0
8050459727234;07060100;07060100 100;07060100 100 265;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727241;07060100;07060100 100;07060100 100 270;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727210;07060100;07060100 100;07060100 100 255;ROLLERBLADE;PATINES E2 PRO 125;BLACK;245,00;499,99;499,99;0,00;51,00;0,00;51,00;1;1;1;5;0
8050459727364;07060200;07060200 100;07060200 100 240;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727470;07060200;07060200 100;07060200 100 295;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727449;07060200;07060200 100;07060200 100 280;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727487;07060200;07060200 100;07060200 100 300;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727432;07060200;07060200 100;07060200 100 275;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727500;07060200;07060200 100;07060200 100 310;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727494;07060200;07060200 100;07060200 100 305;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727456;07060200;07060200 100;07060200 100 285;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727357;07060200;07060200 100;07060200 100 235;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727425;07060200;07060200 100;07060200 100 270;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727371;07060200;07060200 100;07060200 100 245;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459727395;07060200;07060200 100;07060200 100 255;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727418;07060200;07060200 100;07060200 100 265;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459727401;07060200;07060200 100;07060200 100 260;ROLLERBLADE;PATINES E2 110;BLACK;205,80;419,99;419,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459813159;07067100;07067100 7Y9;07067100 7Y9 210;ROLLERBLADE;PATINES FURY G;BLACK/PINK;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459813142;07067100;07067100 7Y9;07067100 7Y9 185;ROLLERBLADE;PATINES FURY G;BLACK/PINK;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459813166;07067100;07067100 7Y9;07067100 7Y9 230;ROLLERBLADE;PATINES FURY G;BLACK/PINK;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459820577;07067000;07067000 787;07067000 787 230;ROLLERBLADE;PATINES FURY;BLACK/WHITE;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;0;0
8050459818475;07067000;07067000 787;07067000 787 185;ROLLERBLADE;PATINES FURY;BLACK/WHITE;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459818482;07067000;07067000 787;07067000 787 210;ROLLERBLADE;PATINES FURY;BLACK/WHITE;44,10;89,99;89,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824292;07101600;07101600 U94;07101600 U94 290;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824285;07101600;07101600 U94;07101600 U94 280;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;13;0
8050459824322;07101600;07101600 U94;07101600 U94 320;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;1;0
8050459824308;07101600;07101600 U94;07101600 U94 300;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;2;0
8050459824315;07101600;07101600 U94;07101600 U94 310;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;3;0
8050459824278;07101600;07101600 U94;07101600 U94 270;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824230;07101600;07101600 U94;07101600 U94 230;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;12;0
8050459824261;07101600;07101600 U94;07101600 U94 260;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824223;07101600;07101600 U94;07101600 U94 220;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;8;0
8050459824247;07101600;07101600 U94;07101600 U94 240;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824254;07101600;07101600 U94;07101600 U94 250;ROLLERBLADE;PATINES RB PRO X;GREY/WARM RED;127,40;259,99;259,99;0,00;51,00;0,00;51,00;1;1;1;15;0
8050459824421;07102000;07102000 215;07102000 215 175;ROLLERBLADE;PATINES MICROBLADE SE;NEON YELLOW/BLACK;30,76;89,95;53,97;40,00;43,00;0,00;65,80;1;1;1;15;0
8050459824704;07102600;07102600 100;07102600 100 235;ROLLERBLADE;PATINES APEX;BLACK;68,60;139,99;139,99;0,00;51,00;0,00;51,00;1;1;1;8;0
